,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
7865,E,Ship,3,Few,4,High Rating - Satisfied,201,Standard,2,New,Low,Female,8,1-13(%),4394,Medium,On Time
7866,D,Ship,6,Frequent,5,High Rating - Satisfied,278,Expensive,5,Regular,Medium,Female,2,1-13(%),4361,Medium,Not On Time
7867,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,213,Standard,3,New,Medium,Male,4,1-13(%),4367,Medium,On Time
7868,A,Ship,2,Few,1,Low Rating - Dissatisfied,202,Standard,2,New,Medium,Female,5,1-13(%),4456,Medium,On Time
7869,B,Ship,4,Moderate,5,High Rating - Satisfied,240,Standard,2,New,Medium,Male,6,1-13(%),5045,Medium,Not On Time
7870,C,Ship,5,Moderate,4,High Rating - Satisfied,223,Standard,3,New,Low,Male,7,1-13(%),4671,Medium,Not On Time
7871,E,Ship,4,Moderate,4,High Rating - Satisfied,193,Standard,3,New,Low,Male,2,1-13(%),5975,Heavy,Not On Time
7872,D,Ship,3,Few,1,Low Rating - Dissatisfied,224,Standard,3,New,Low,Male,8,1-13(%),4908,Medium,On Time
7873,E,Ship,3,Few,1,Low Rating - Dissatisfied,202,Standard,3,New,Medium,Female,7,1-13(%),5818,Heavy,On Time
7874,A,Ship,4,Moderate,5,High Rating - Satisfied,236,Standard,4,Regular,Medium,Male,1,1-13(%),4082,Medium,On Time
7875,B,Ship,3,Few,3,Low Rating - Dissatisfied,216,Standard,4,Regular,Low,Female,9,1-13(%),5107,Heavy,Not On Time
7876,C,Ship,3,Few,1,Low Rating - Dissatisfied,229,Standard,3,New,Medium,Male,7,1-13(%),5324,Heavy,Not On Time
7877,E,Ship,4,Moderate,5,High Rating - Satisfied,275,Expensive,3,New,Medium,Male,1,1-13(%),5394,Heavy,Not On Time
7878,D,Ship,3,Few,3,Low Rating - Dissatisfied,250,Standard,2,New,Medium,Female,8,1-13(%),5067,Heavy,On Time
7879,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,196,Standard,3,New,Low,Male,10,1-13(%),4433,Medium,Not On Time
7880,A,Ship,2,Few,2,Low Rating - Dissatisfied,220,Standard,3,New,Low,Male,1,1-13(%),5289,Heavy,On Time
7881,B,Ship,4,Moderate,4,High Rating - Satisfied,152,Cheap,3,New,Low,Male,8,1-13(%),4430,Medium,On Time
7882,C,Ship,3,Few,2,Low Rating - Dissatisfied,186,Standard,2,New,Low,Male,7,1-13(%),5522,Heavy,On Time
7883,E,Ship,3,Few,1,Low Rating - Dissatisfied,189,Standard,3,New,Low,Female,3,1-13(%),5866,Heavy,Not On Time
7884,D,Ship,3,Few,1,Low Rating - Dissatisfied,222,Standard,3,New,Low,Male,1,1-13(%),5362,Heavy,Not On Time
7885,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,139,Cheap,3,New,Low,Female,7,1-13(%),5317,Heavy,On Time
7886,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,169,Standard,4,Regular,Low,Male,6,1-13(%),4253,Medium,Not On Time
7887,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,137,Cheap,3,New,Medium,Male,9,1-13(%),5016,Medium,On Time
7888,C,Ship,3,Few,1,Low Rating - Dissatisfied,212,Standard,6,Regular,Low,Male,5,1-13(%),5339,Heavy,On Time
7889,E,Ship,3,Few,5,High Rating - Satisfied,230,Standard,4,Regular,Low,Female,5,1-13(%),4450,Medium,Not On Time
7890,D,Ship,3,Few,2,Low Rating - Dissatisfied,262,Expensive,2,New,Low,Male,7,1-13(%),5141,Heavy,Not On Time
7891,E,Ship,4,Moderate,4,High Rating - Satisfied,166,Cheap,2,New,Low,Male,8,1-13(%),5192,Heavy,On Time
7892,A,Ship,6,Frequent,2,Low Rating - Dissatisfied,99,Cheap,3,New,Low,Male,8,1-13(%),5872,Heavy,On Time
7893,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,263,Expensive,3,New,Low,Female,7,1-13(%),5395,Heavy,Not On Time
7894,C,Ship,5,Moderate,4,High Rating - Satisfied,223,Standard,3,New,Low,Male,8,1-13(%),4310,Medium,Not On Time
7895,E,Ship,3,Few,1,Low Rating - Dissatisfied,220,Standard,2,New,Low,Female,7,1-13(%),5653,Heavy,On Time
7896,D,Ship,3,Few,3,Low Rating - Dissatisfied,242,Standard,3,New,Medium,Female,8,1-13(%),5915,Heavy,Not On Time
7897,E,Ship,3,Few,4,High Rating - Satisfied,163,Cheap,3,New,High,Female,6,1-13(%),5912,Heavy,On Time
7898,A,Ship,3,Few,4,High Rating - Satisfied,273,Expensive,2,New,Medium,Male,2,1-13(%),4219,Medium,Not On Time
7899,B,Ship,5,Moderate,5,High Rating - Satisfied,261,Expensive,5,Regular,Medium,Male,9,1-13(%),5385,Heavy,On Time
7900,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,179,Standard,2,New,Low,Male,8,1-13(%),5198,Heavy,Not On Time
7901,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,182,Standard,3,New,Low,Female,10,1-13(%),4128,Medium,Not On Time
7902,D,Ship,3,Few,4,High Rating - Satisfied,202,Standard,2,New,Medium,Female,6,1-13(%),5030,Medium,On Time
7903,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,154,Cheap,4,Regular,Low,Female,8,1-13(%),4820,Medium,On Time
7904,A,Ship,4,Moderate,4,High Rating - Satisfied,224,Standard,2,New,Low,Female,8,1-13(%),5754,Heavy,Not On Time
7905,B,Ship,3,Few,2,Low Rating - Dissatisfied,139,Cheap,3,New,Medium,Male,4,1-13(%),5531,Heavy,On Time
7906,C,Ship,3,Few,5,High Rating - Satisfied,256,Expensive,2,New,Medium,Female,6,1-13(%),5375,Heavy,On Time
7907,E,Ship,3,Few,2,Low Rating - Dissatisfied,251,Standard,4,Regular,High,Female,7,1-13(%),4038,Medium,On Time
7908,D,Ship,4,Moderate,5,High Rating - Satisfied,254,Expensive,3,New,Medium,Female,10,1-13(%),4148,Medium,On Time
7909,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,181,Standard,3,New,Low,Female,6,1-13(%),5423,Heavy,On Time
7910,A,Ship,4,Moderate,4,High Rating - Satisfied,254,Expensive,3,New,Low,Male,7,1-13(%),5637,Heavy,On Time
7911,B,Ship,3,Few,3,Low Rating - Dissatisfied,239,Standard,3,New,Medium,Male,7,1-13(%),4942,Medium,On Time
7912,C,Ship,3,Few,3,Low Rating - Dissatisfied,167,Cheap,2,New,Low,Male,6,1-13(%),5101,Heavy,On Time
7913,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,192,Standard,2,New,Low,Male,9,1-13(%),4140,Medium,On Time
7914,D,Ship,3,Few,2,Low Rating - Dissatisfied,163,Cheap,2,New,Low,Female,5,1-13(%),5021,Medium,On Time
7915,E,Ship,3,Few,1,Low Rating - Dissatisfied,213,Standard,2,New,Low,Male,6,1-13(%),4747,Medium,On Time
7916,A,Ship,3,Few,3,Low Rating - Dissatisfied,230,Standard,3,New,Low,Male,4,1-13(%),4018,Medium,Not On Time
7917,B,Ship,3,Few,3,Low Rating - Dissatisfied,264,Expensive,3,New,Low,Male,3,1-13(%),4970,Medium,On Time
7918,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,182,Standard,2,New,Low,Male,6,1-13(%),4121,Medium,Not On Time
7919,E,Road,5,Moderate,1,Low Rating - Dissatisfied,223,Standard,3,New,Medium,Female,4,1-13(%),4905,Medium,Not On Time
7920,D,Road,4,Moderate,1,Low Rating - Dissatisfied,261,Expensive,2,New,Medium,Female,9,1-13(%),4158,Medium,On Time
7921,E,Road,4,Moderate,2,Low Rating - Dissatisfied,248,Standard,2,New,Low,Female,10,1-13(%),5783,Heavy,On Time
7922,A,Road,4,Moderate,5,High Rating - Satisfied,169,Standard,4,Regular,Low,Male,5,1-13(%),5347,Heavy,On Time
7923,B,Road,3,Few,4,High Rating - Satisfied,188,Standard,6,Regular,Medium,Female,6,1-13(%),4031,Medium,Not On Time
7924,C,Road,3,Few,4,High Rating - Satisfied,142,Cheap,4,Regular,Medium,Male,5,1-13(%),4429,Medium,On Time
7925,E,Road,4,Moderate,1,Low Rating - Dissatisfied,208,Standard,2,New,Low,Female,5,1-13(%),5707,Heavy,Not On Time
7926,D,Road,4,Moderate,5,High Rating - Satisfied,239,Standard,2,New,Medium,Female,1,1-13(%),4247,Medium,On Time
7927,E,Road,5,Moderate,5,High Rating - Satisfied,218,Standard,5,Regular,Low,Male,5,1-13(%),4303,Medium,Not On Time
7928,A,Road,4,Moderate,1,Low Rating - Dissatisfied,137,Cheap,3,New,Medium,Female,3,1-13(%),4962,Medium,Not On Time
7929,B,Road,4,Moderate,4,High Rating - Satisfied,97,Cheap,6,Regular,Low,Male,4,1-13(%),5801,Heavy,On Time
7930,C,Road,3,Few,1,Low Rating - Dissatisfied,242,Standard,10,Loyal,High,Male,9,1-13(%),5151,Heavy,Not On Time
7931,E,Road,4,Moderate,3,Low Rating - Dissatisfied,153,Cheap,7,Loyal,Medium,Female,4,1-13(%),4499,Medium,Not On Time
7932,D,Road,3,Few,3,Low Rating - Dissatisfied,188,Standard,5,Regular,Low,Female,6,1-13(%),5713,Heavy,On Time
7933,E,Road,4,Moderate,1,Low Rating - Dissatisfied,272,Expensive,2,New,Low,Female,8,1-13(%),5328,Heavy,Not On Time
7934,A,Road,2,Few,2,Low Rating - Dissatisfied,165,Cheap,3,New,Medium,Female,10,1-13(%),4080,Medium,Not On Time
7935,B,Road,4,Moderate,4,High Rating - Satisfied,218,Standard,2,New,Medium,Female,3,1-13(%),5692,Heavy,Not On Time
7936,C,Road,4,Moderate,3,Low Rating - Dissatisfied,153,Cheap,4,Regular,Low,Male,4,1-13(%),5161,Heavy,On Time
7937,E,Road,6,Frequent,1,Low Rating - Dissatisfied,250,Standard,2,New,Medium,Male,4,1-13(%),4016,Medium,On Time
7938,D,Road,4,Moderate,1,Low Rating - Dissatisfied,204,Standard,8,Loyal,Low,Female,7,1-13(%),5359,Heavy,On Time
7939,E,Road,4,Moderate,1,Low Rating - Dissatisfied,154,Cheap,10,Loyal,High,Male,10,1-13(%),5674,Heavy,Not On Time
7940,A,Road,4,Moderate,2,Low Rating - Dissatisfied,233,Standard,7,Loyal,Medium,Female,5,1-13(%),5361,Heavy,On Time
7941,B,Flight,4,Moderate,3,Low Rating - Dissatisfied,225,Standard,8,Loyal,Low,Male,8,1-13(%),4718,Medium,Not On Time
7942,C,Flight,4,Moderate,4,High Rating - Satisfied,269,Expensive,10,Loyal,High,Female,3,1-13(%),4488,Medium,On Time
7943,E,Flight,4,Moderate,5,High Rating - Satisfied,173,Standard,4,Regular,Low,Male,7,1-13(%),4978,Medium,Not On Time
7944,D,Flight,4,Moderate,1,Low Rating - Dissatisfied,145,Cheap,3,New,Low,Male,8,1-13(%),5127,Heavy,On Time
7945,E,Flight,4,Moderate,4,High Rating - Satisfied,242,Standard,2,New,Medium,Male,6,1-13(%),5866,Heavy,On Time
7946,A,Flight,3,Few,5,High Rating - Satisfied,255,Expensive,7,Loyal,Medium,Male,8,1-13(%),4091,Medium,Not On Time
7947,B,Flight,4,Moderate,1,Low Rating - Dissatisfied,254,Expensive,7,Loyal,Low,Male,5,1-13(%),4104,Medium,Not On Time
7948,C,Flight,4,Moderate,3,Low Rating - Dissatisfied,150,Cheap,3,New,High,Female,2,1-13(%),4383,Medium,On Time
7949,E,Flight,4,Moderate,2,Low Rating - Dissatisfied,201,Standard,8,Loyal,Medium,Female,6,1-13(%),5128,Heavy,On Time
7950,D,Flight,5,Moderate,2,Low Rating - Dissatisfied,262,Expensive,5,Regular,Low,Male,5,1-13(%),1751,Light,On Time
7951,E,Flight,6,Frequent,4,High Rating - Satisfied,306,Expensive,4,Regular,Low,Female,8,1-13(%),1465,Light,On Time
7952,A,Flight,6,Frequent,5,High Rating - Satisfied,276,Expensive,4,Regular,Low,Male,9,1-13(%),1319,Light,On Time
7953,B,Flight,3,Few,2,Low Rating - Dissatisfied,183,Standard,5,Regular,Low,Male,3,1-13(%),1336,Light,Not On Time
7954,C,Flight,5,Moderate,1,Low Rating - Dissatisfied,239,Standard,5,Regular,Low,Female,7,1-13(%),1859,Medium,Not On Time
7955,E,Flight,7,Frequent,3,Low Rating - Dissatisfied,285,Expensive,4,Regular,Low,Male,10,1-13(%),1935,Medium,Not On Time
7956,D,Flight,5,Moderate,5,High Rating - Satisfied,229,Standard,6,Regular,Low,Female,6,1-13(%),1857,Medium,On Time
7957,E,Flight,7,Frequent,5,High Rating - Satisfied,308,Expensive,5,Regular,Medium,Male,6,1-13(%),1154,Light,On Time
7958,A,Flight,6,Frequent,2,Low Rating - Dissatisfied,293,Expensive,4,Regular,Low,Female,7,1-13(%),1477,Light,On Time
7959,B,Flight,6,Frequent,4,High Rating - Satisfied,247,Standard,4,Regular,Low,Male,7,1-13(%),1831,Light,On Time
7960,C,Flight,6,Frequent,1,Low Rating - Dissatisfied,260,Expensive,5,Regular,Low,Female,3,1-13(%),1434,Light,On Time
7961,E,Flight,7,Frequent,1,Low Rating - Dissatisfied,308,Expensive,4,Regular,Medium,Male,5,1-13(%),1705,Light,On Time
7962,D,Flight,5,Moderate,3,Low Rating - Dissatisfied,274,Expensive,6,Regular,Medium,Male,7,1-13(%),1293,Light,On Time
7963,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,236,Standard,6,Regular,Low,Male,4,1-13(%),1123,Light,Not On Time
7964,A,Ship,7,Frequent,1,Low Rating - Dissatisfied,291,Expensive,4,Regular,Medium,Female,1,1-13(%),1796,Light,On Time
7965,B,Ship,5,Moderate,4,High Rating - Satisfied,223,Standard,3,New,Medium,Male,7,1-13(%),5738,Heavy,On Time
7966,C,Ship,4,Moderate,4,High Rating - Satisfied,261,Expensive,2,New,Medium,Male,8,1-13(%),5006,Medium,Not On Time
7967,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,248,Standard,2,New,Low,Female,6,1-13(%),5621,Heavy,On Time
7968,D,Ship,4,Moderate,5,High Rating - Satisfied,169,Standard,4,Regular,Low,Female,6,1-13(%),4213,Medium,On Time
7969,E,Ship,3,Few,2,Low Rating - Dissatisfied,188,Standard,6,Regular,Medium,Female,1,1-13(%),4856,Medium,On Time
7970,A,Ship,3,Few,1,Low Rating - Dissatisfied,142,Cheap,4,Regular,Medium,Male,7,1-13(%),4780,Medium,On Time
7971,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,208,Standard,2,New,Low,Male,6,1-13(%),5266,Heavy,On Time
7972,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,239,Standard,2,New,Medium,Female,7,1-13(%),5384,Heavy,On Time
7973,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,218,Standard,5,Regular,Low,Female,9,1-13(%),4435,Medium,Not On Time
7974,D,Ship,4,Moderate,5,High Rating - Satisfied,137,Cheap,3,New,Medium,Male,1,1-13(%),4861,Medium,On Time
7975,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,97,Cheap,6,Regular,Low,Female,4,1-13(%),4375,Medium,On Time
7976,A,Ship,3,Few,4,High Rating - Satisfied,242,Standard,10,Loyal,High,Male,5,1-13(%),4127,Medium,On Time
7977,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,153,Cheap,7,Loyal,Medium,Female,4,1-13(%),5761,Heavy,Not On Time
7978,C,Ship,3,Few,4,High Rating - Satisfied,188,Standard,5,Regular,Low,Female,3,1-13(%),4835,Medium,Not On Time
7979,E,Ship,4,Moderate,4,High Rating - Satisfied,272,Expensive,2,New,Low,Male,7,1-13(%),4042,Medium,Not On Time
7980,D,Ship,2,Few,4,High Rating - Satisfied,165,Cheap,3,New,Medium,Male,7,1-13(%),5856,Heavy,On Time
7981,E,Ship,4,Moderate,4,High Rating - Satisfied,218,Standard,2,New,Medium,Male,3,1-13(%),5039,Medium,On Time
7982,A,Ship,4,Moderate,4,High Rating - Satisfied,153,Cheap,4,Regular,Low,Male,5,1-13(%),5162,Heavy,On Time
7983,B,Ship,6,Frequent,3,Low Rating - Dissatisfied,250,Standard,2,New,Medium,Female,1,1-13(%),4747,Medium,On Time
7984,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,204,Standard,8,Loyal,Low,Female,1,1-13(%),4038,Medium,Not On Time
7985,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,154,Cheap,10,Loyal,High,Male,7,1-13(%),5317,Heavy,On Time
7986,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,233,Standard,7,Loyal,Medium,Male,7,1-13(%),4272,Medium,Not On Time
7987,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,225,Standard,8,Loyal,Low,Female,8,1-13(%),5623,Heavy,On Time
7988,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,269,Expensive,10,Loyal,High,Male,2,1-13(%),5616,Heavy,Not On Time
7989,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,173,Standard,4,Regular,Low,Female,1,1-13(%),5789,Heavy,On Time
7990,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,145,Cheap,3,New,Low,Female,5,1-13(%),5802,Heavy,Not On Time
7991,E,Ship,4,Moderate,5,High Rating - Satisfied,242,Standard,2,New,Medium,Female,2,1-13(%),4806,Medium,Not On Time
7992,D,Ship,3,Few,2,Low Rating - Dissatisfied,255,Expensive,7,Loyal,Medium,Male,2,1-13(%),5282,Heavy,On Time
7993,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,254,Expensive,7,Loyal,Low,Female,6,1-13(%),5121,Heavy,On Time
7994,A,Ship,4,Moderate,5,High Rating - Satisfied,150,Cheap,3,New,High,Female,10,1-13(%),5767,Heavy,Not On Time
7995,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,201,Standard,8,Loyal,Medium,Male,4,1-13(%),4295,Medium,On Time
7996,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,262,Expensive,5,Regular,Low,Female,8,1-13(%),1493,Light,Not On Time
7997,E,Ship,6,Frequent,1,Low Rating - Dissatisfied,306,Expensive,4,Regular,Low,Female,4,1-13(%),1449,Light,Not On Time
7998,D,Ship,6,Frequent,4,High Rating - Satisfied,276,Expensive,4,Regular,Low,Female,2,1-13(%),1120,Light,Not On Time
7999,E,Ship,3,Few,2,Low Rating - Dissatisfied,183,Standard,5,Regular,Low,Female,2,1-13(%),1158,Light,Not On Time
8000,A,Ship,5,Moderate,2,Low Rating - Dissatisfied,239,Standard,5,Regular,Low,Male,1,1-13(%),1518,Light,Not On Time
8001,B,Ship,7,Frequent,2,Low Rating - Dissatisfied,285,Expensive,4,Regular,Low,Male,2,1-13(%),1491,Light,Not On Time
8002,C,Ship,5,Moderate,4,High Rating - Satisfied,229,Standard,6,Regular,Low,Female,9,1-13(%),1733,Light,On Time
8003,E,Ship,7,Frequent,3,Low Rating - Dissatisfied,308,Expensive,5,Regular,Medium,Male,10,1-13(%),1152,Light,Not On Time
8004,D,Ship,6,Frequent,4,High Rating - Satisfied,293,Expensive,4,Regular,Low,Female,8,1-13(%),1145,Light,Not On Time
8005,E,Ship,6,Frequent,3,Low Rating - Dissatisfied,247,Standard,4,Regular,Low,Female,6,1-13(%),1537,Light,On Time
8006,A,Ship,6,Frequent,3,Low Rating - Dissatisfied,260,Expensive,5,Regular,Low,Male,8,1-13(%),1324,Light,Not On Time
8007,B,Ship,7,Frequent,1,Low Rating - Dissatisfied,308,Expensive,4,Regular,Medium,Male,7,1-13(%),1841,Medium,Not On Time
8008,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,282,Expensive,4,Regular,Low,Male,1,1-13(%),1857,Medium,Not On Time
8009,E,Ship,6,Frequent,4,High Rating - Satisfied,268,Expensive,4,Regular,Medium,Female,3,1-13(%),1586,Light,On Time
8010,D,Ship,5,Moderate,3,Low Rating - Dissatisfied,238,Standard,5,Regular,High,Male,7,1-13(%),1848,Medium,On Time
8011,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,254,Expensive,6,Regular,Low,Male,7,1-13(%),1064,Light,On Time
8012,A,Ship,5,Moderate,3,Low Rating - Dissatisfied,252,Expensive,5,Regular,Low,Male,3,1-13(%),1474,Light,On Time
8013,B,Ship,6,Frequent,4,High Rating - Satisfied,254,Expensive,4,Regular,Low,Male,9,1-13(%),1594,Light,On Time
8014,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,263,Expensive,5,Regular,Low,Male,8,1-13(%),1426,Light,Not On Time
8015,E,Ship,5,Moderate,4,High Rating - Satisfied,256,Expensive,5,Regular,Low,Male,6,1-13(%),1551,Light,On Time
8016,D,Ship,6,Frequent,5,High Rating - Satisfied,264,Expensive,4,Regular,Medium,Male,8,1-13(%),1755,Light,On Time
8017,E,Ship,4,Moderate,5,High Rating - Satisfied,237,Standard,5,Regular,Low,Male,2,1-13(%),1357,Light,Not On Time
8018,A,Ship,4,Moderate,1,Low Rating - Dissatisfied,226,Standard,5,Regular,Medium,Male,6,1-13(%),1510,Light,Not On Time
8019,B,Ship,7,Frequent,5,High Rating - Satisfied,289,Expensive,4,Regular,Low,Male,3,1-13(%),1656,Light,Not On Time
8020,C,Ship,7,Frequent,4,High Rating - Satisfied,281,Expensive,4,Regular,Low,Male,9,1-13(%),1970,Medium,On Time
8021,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,258,Expensive,5,Regular,Low,Female,4,1-13(%),1032,Light,On Time
8022,D,Ship,6,Frequent,2,Low Rating - Dissatisfied,263,Expensive,4,Regular,Low,Female,8,1-13(%),1635,Light,On Time
8023,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,245,Standard,5,Regular,Low,Female,2,1-13(%),1937,Medium,On Time
8024,A,Ship,7,Frequent,3,Low Rating - Dissatisfied,296,Expensive,4,Regular,Medium,Male,8,1-13(%),1826,Light,Not On Time
8025,B,Ship,7,Frequent,3,Low Rating - Dissatisfied,286,Expensive,4,Regular,Low,Female,5,1-13(%),1866,Medium,Not On Time
8026,C,Ship,6,Frequent,3,Low Rating - Dissatisfied,252,Expensive,2,New,Low,Male,1,1-13(%),1756,Light,On Time
8027,E,Ship,6,Frequent,5,High Rating - Satisfied,301,Expensive,4,Regular,Low,Female,7,1-13(%),1393,Light,Not On Time
8028,D,Ship,7,Frequent,1,Low Rating - Dissatisfied,290,Expensive,4,Regular,Low,Male,4,1-13(%),1488,Light,On Time
8029,E,Ship,7,Frequent,1,Low Rating - Dissatisfied,247,Standard,4,Regular,Medium,Male,6,1-13(%),1297,Light,Not On Time
8030,A,Ship,5,Moderate,5,High Rating - Satisfied,238,Standard,6,Regular,Low,Female,3,1-13(%),1965,Medium,Not On Time
8031,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,263,Expensive,5,Regular,Medium,Female,10,1-13(%),1059,Light,On Time
8032,C,Ship,5,Moderate,2,Low Rating - Dissatisfied,263,Expensive,4,Regular,Low,Male,3,1-13(%),1740,Light,Not On Time
8033,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,248,Standard,5,Regular,Low,Female,3,1-13(%),1046,Light,Not On Time
8034,D,Ship,7,Frequent,2,Low Rating - Dissatisfied,289,Expensive,5,Regular,Low,Male,1,1-13(%),1178,Light,On Time
8035,E,Ship,4,Moderate,4,High Rating - Satisfied,256,Expensive,5,Regular,High,Male,1,1-13(%),1927,Medium,Not On Time
8036,A,Ship,6,Frequent,2,Low Rating - Dissatisfied,287,Expensive,4,Regular,Low,Female,7,1-13(%),1837,Light,Not On Time
8037,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,250,Standard,5,Regular,Medium,Male,10,1-13(%),1026,Light,Not On Time
8038,C,Ship,7,Frequent,3,Low Rating - Dissatisfied,301,Expensive,4,Regular,Medium,Male,1,1-13(%),1966,Medium,Not On Time
8039,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,245,Standard,5,Regular,Low,Female,3,1-13(%),1537,Light,On Time
8040,D,Ship,4,Moderate,5,High Rating - Satisfied,226,Standard,5,Regular,Medium,Male,8,1-13(%),1133,Light,On Time
8041,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,272,Expensive,5,Regular,Low,Male,8,1-13(%),1045,Light,On Time
8042,A,Ship,3,Few,3,Low Rating - Dissatisfied,307,Expensive,5,Regular,Low,Female,3,1-13(%),1578,Light,Not On Time
8043,B,Ship,6,Frequent,1,Low Rating - Dissatisfied,138,Cheap,3,New,Low,Male,6,1-13(%),1604,Light,On Time
8044,C,Ship,5,Moderate,1,Low Rating - Dissatisfied,248,Standard,5,Regular,Low,Female,8,1-13(%),1810,Light,On Time
8045,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,307,Expensive,4,Regular,Low,Male,8,1-13(%),1511,Light,Not On Time
8046,D,Ship,6,Frequent,2,Low Rating - Dissatisfied,256,Expensive,4,Regular,Low,Female,6,1-13(%),1507,Light,On Time
8047,E,Ship,6,Frequent,5,High Rating - Satisfied,301,Expensive,5,Regular,Low,Male,8,1-13(%),1443,Light,On Time
8048,A,Ship,7,Frequent,3,Low Rating - Dissatisfied,245,Standard,4,Regular,Medium,Female,10,1-13(%),1610,Light,Not On Time
8049,B,Ship,2,Few,2,Low Rating - Dissatisfied,168,Cheap,2,New,Medium,Female,2,1-13(%),1227,Light,Not On Time
8050,C,Ship,6,Frequent,1,Low Rating - Dissatisfied,295,Expensive,4,Regular,Low,Male,10,1-13(%),1600,Light,On Time
8051,E,Ship,6,Frequent,4,High Rating - Satisfied,299,Expensive,4,Regular,Low,Male,9,1-13(%),1527,Light,On Time
8052,D,Ship,6,Frequent,4,High Rating - Satisfied,253,Expensive,4,Regular,Medium,Male,9,1-13(%),1488,Light,On Time
8053,E,Ship,7,Frequent,4,High Rating - Satisfied,269,Expensive,4,Regular,Medium,Male,5,1-13(%),1073,Light,On Time
8054,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,267,Expensive,5,Regular,Medium,Female,10,1-13(%),1818,Light,On Time
8055,B,Ship,3,Few,5,High Rating - Satisfied,212,Standard,3,New,Medium,Male,7,1-13(%),4411,Medium,Not On Time
8056,C,Road,5,Moderate,3,Low Rating - Dissatisfied,258,Expensive,3,New,Medium,Female,1,1-13(%),5719,Heavy,On Time
